;gene;p_val;avg_log2FC;pct.1;pct.2;p_val_adj;cell;cancer
12228;CSNK1E;0;0.579237157;0.553;0.069;0;Epithelial;Liver
12229;CSNK2B;0;-0.306693925;0.751;0.564;0;Epithelial;Liver
12230;CST3;0;0.742095429;0.941;0.536;0;Epithelial;Liver
12231;CST6;0;0.815215162;0.327;0;0;Epithelial;Liver
12232;CST7;0;-1.956512302;0.064;0.5;0;Epithelial;Liver
12233;CSTA;0;1.146138553;0.491;0.037;0;Epithelial;Liver
12234;CSTB;0;1.01851848;0.947;0.621;0;Epithelial;Liver
12235;CTBP2;0;0.417184371;0.47;0.058;0;Epithelial;Liver
12236;CTHRC1;0;0.856320528;0.336;0.002;0;Epithelial;Liver
12237;CTNNA1;0;0.47405789;0.658;0.15;0;Epithelial;Liver
12238;CTNNBIP1;0;0.398974549;0.443;0.061;0;Epithelial;Liver
12239;CTNND1;0;0.627921994;0.667;0.11;0;Epithelial;Liver
12240;CTSB;0;0.285869996;0.719;0.312;0;Epithelial;Liver
12241;CTSD;0;0.946536007;0.877;0.486;0;Epithelial;Liver
12242;CTSH;0;0.342468677;0.637;0.236;0;Epithelial;Liver
12243;CTSW;0;-1.336383932;0.044;0.387;0;Epithelial;Liver
12244;CTSZ;0;0.556486707;0.577;0.1;0;Epithelial;Liver
12245;CTTN;0;0.806210339;0.668;0.078;0;Epithelial;Liver
12246;CXCL2;0;-0.565677253;0.562;0.261;0;Epithelial;Liver
12247;CXCR3;0;-0.729338925;0.02;0.26;0;Epithelial;Liver
12248;CXCR4;0;-3.022991724;0.192;0.578;0;Epithelial;Liver
12249;CYB5A;0;-2.349637872;0.693;0.594;0;Epithelial;Liver
12250;CYHR1;0;0.410863754;0.487;0.093;0;Epithelial;Liver
12251;CYP2E1;0;-3.006987559;0.008;0.27;0;Epithelial;Liver
12252;CYR61;0;-0.85026013;0.624;0.253;0;Epithelial;Liver
12253;CYTIP;0;-1.144698441;0.051;0.391;0;Epithelial;Liver
12254;DAAM1;0;0.743219364;0.567;0.101;0;Epithelial;Liver
12255;DAZAP2;0;-0.537131372;0.72;0.607;0;Epithelial;Liver
12256;DBI;0;-0.970878076;0.874;0.856;0;Epithelial;Liver
12257;DBNL;0;-0.456592177;0.465;0.387;0;Epithelial;Liver
12258;DCPS;0;-0.42002585;0.205;0.255;0;Epithelial;Liver
12259;DCTN3;0;-0.706139175;0.537;0.513;0;Epithelial;Liver
12260;DCXR;0;-3.04171959;0.388;0.652;0;Epithelial;Liver
12261;DDR1;0;0.441113585;0.445;0.06;0;Epithelial;Liver
12262;DDT;0;-1.105402908;0.788;0.729;0;Epithelial;Liver
12263;DDX17;0;0.777639384;0.823;0.393;0;Epithelial;Liver
12264;DDX21;0;0.432334244;0.755;0.337;0;Epithelial;Liver
12265;DDX39A;0;-0.951460581;0.382;0.435;0;Epithelial;Liver
12266;DEF6;0;-0.566705853;0.071;0.253;0;Epithelial;Liver
12267;DEK;0;-0.334272442;0.824;0.624;0;Epithelial;Liver
12268;DENND2D;0;-0.451808654;0.191;0.256;0;Epithelial;Liver
12269;DGCR6L;0;-0.470411739;0.535;0.433;0;Epithelial;Liver
12270;DHCR24;0;0.298348927;0.425;0.082;0;Epithelial;Liver
12271;DHRS1;0;-0.504618452;0.286;0.229;0;Epithelial;Liver
12272;DHRS3;0;0.590815325;0.495;0.103;0;Epithelial;Liver
12273;DHRS4L2;0;-0.471420882;0.346;0.239;0;Epithelial;Liver
12274;DHRS9;0;0.708336016;0.296;0.002;0;Epithelial;Liver
12275;DKK1;0;0.768551771;0.285;0;0;Epithelial;Liver
12276;DLD;0;-0.435887629;0.307;0.289;0;Epithelial;Liver
12277;DMKN;0;0.862420296;0.8;0.151;0;Epithelial;Liver
12278;DNAJC1;0;0.365094292;0.545;0.133;0;Epithelial;Liver
12279;DNAJC15;0;-0.31148443;0.486;0.38;0;Epithelial;Liver
12280;DNAJC8;0;-0.641598012;0.597;0.54;0;Epithelial;Liver
12281;DNAJC9;0;-0.41167593;0.371;0.33;0;Epithelial;Liver
12282;DNMT1;0;-0.450872261;0.328;0.301;0;Epithelial;Liver
12283;DPCD;0;0.347940801;0.456;0.071;0;Epithelial;Liver
12284;DPYS;0;-0.974966007;0.003;0.186;0;Epithelial;Liver
12285;DSG2;0;0.374794837;0.475;0.08;0;Epithelial;Liver
12286;DSP;0;0.92548519;0.68;0.084;0;Epithelial;Liver
12287;DST;0;1.142116129;0.774;0.123;0;Epithelial;Liver
12288;DSTN;0;0.461158924;0.963;0.632;0;Epithelial;Liver
12289;DUT;0;-0.893750889;0.694;0.599;0;Epithelial;Liver
12290;EAPP;0;-0.341799035;0.532;0.391;0;Epithelial;Liver
12291;EBAG9;0;0.26232784;0.51;0.156;0;Epithelial;Liver
12292;ECH1;0;-1.064412633;0.781;0.728;0;Epithelial;Liver
12293;ECHDC1;0;-0.446296615;0.324;0.319;0;Epithelial;Liver
12294;ECHDC2;0;-0.866594417;0.347;0.323;0;Epithelial;Liver
12295;ECHS1;0;-1.725669881;0.689;0.586;0;Epithelial;Liver
12296;ECI1;0;0.304260425;0.488;0.109;0;Epithelial;Liver
12297;ECI2;0;-0.796380056;0.392;0.338;0;Epithelial;Liver
12298;EEF1G;0;-0.587497691;0.534;0.412;0;Epithelial;Liver
12299;EFNA1;0;0.509184597;0.584;0.14;0;Epithelial;Liver
12300;EFNB2;0;0.423842352;0.337;0.009;0;Epithelial;Liver
12301;EHF;0;0.695443599;0.639;0.097;0;Epithelial;Liver
12302;EID1;0;-0.461020947;0.836;0.714;0;Epithelial;Liver
12303;EIF1B;0;-0.482880411;0.622;0.507;0;Epithelial;Liver
12304;EIF3B;0;0.557936466;0.545;0.076;0;Epithelial;Liver
12305;EIF3G;0;-0.389467576;0.72;0.573;0;Epithelial;Liver
12306;EIF3I;0;-0.319660726;0.733;0.58;0;Epithelial;Liver
12307;EIF3M;0;-0.277188831;0.718;0.532;0;Epithelial;Liver
12308;EIF4A1;0;-0.673313321;0.949;0.856;0;Epithelial;Liver
12309;EIF4A3;0;-0.544563756;0.508;0.456;0;Epithelial;Liver
12310;EIF4E;0;-0.415827298;0.525;0.429;0;Epithelial;Liver
12311;EIF4G1;0;0.425557608;0.616;0.197;0;Epithelial;Liver
12312;EIF5A;0;-0.882067501;0.721;0.703;0;Epithelial;Liver
12313;EIF5AL1;0;-0.814059547;0.327;0.421;0;Epithelial;Liver
12314;ELF1;0;-0.827571807;0.435;0.484;0;Epithelial;Liver
12315;ELF3;0;0.825756825;0.867;0.28;0;Epithelial;Liver
12316;EMB;0;-0.612133616;0.171;0.293;0;Epithelial;Liver
12317;EMC10;0;0.307418582;0.601;0.227;0;Epithelial;Liver
12318;EMP1;0;1.884913137;0.548;0.034;0;Epithelial;Liver
12319;EMP2;0;1.027729082;0.775;0.108;0;Epithelial;Liver
12320;EMP3;0;-1.204791892;0.454;0.483;0;Epithelial;Liver
12321;ENAH;0;0.709549326;0.537;0.056;0;Epithelial;Liver
12322;ENY2;0;0.702665328;0.949;0.619;0;Epithelial;Liver
12323;EPCAM;0;0.303738819;0.821;0.261;0;Epithelial;Liver
12324;EPS8;0;0.740491526;0.643;0.082;0;Epithelial;Liver
12325;EPS8L2;0;0.252626064;0.51;0.135;0;Epithelial;Liver
12326;ERBB3;0;0.34902328;0.437;0.073;0;Epithelial;Liver
12327;EREG;0;1.57913046;0.497;0.017;0;Epithelial;Liver
12328;ERP29;0;-0.389114319;0.783;0.615;0;Epithelial;Liver
12329;ERRFI1;0;0.507272481;0.669;0.221;0;Epithelial;Liver
12330;ESD;0;-0.691757519;0.574;0.532;0;Epithelial;Liver
12331;ESRP1;0;0.442875548;0.372;0.019;0;Epithelial;Liver
12332;ETFA;0;-0.699074854;0.596;0.514;0;Epithelial;Liver
12333;EVI2A;0;-0.695331741;0.025;0.258;0;Epithelial;Liver
12334;EVL;0;-1.596696969;0.151;0.467;0;Epithelial;Liver
12335;EXOSC4;0;0.411228746;0.504;0.127;0;Epithelial;Liver
12336;EXOSC8;0;-0.443515726;0.303;0.323;0;Epithelial;Liver
12337;F11R;0;0.432737844;0.512;0.084;0;Epithelial;Liver
12338;FABP1;0;-4.853427128;0.062;0.437;0;Epithelial;Liver
12339;FAH;0;-0.71181352;0.39;0.234;0;Epithelial;Liver
12340;FAM127B;0;0.326095937;0.549;0.11;0;Epithelial;Liver
12341;FAM129B;0;0.445211392;0.428;0.042;0;Epithelial;Liver
12342;FAM173A;0;0.273930149;0.49;0.103;0;Epithelial;Liver
12343;FAM177A1;0;-0.359749979;0.673;0.492;0;Epithelial;Liver
12344;FAM200B;0;-0.319326648;0.389;0.268;0;Epithelial;Liver
12345;FAM210B;0;0.298813201;0.432;0.093;0;Epithelial;Liver
12346;FAM213A;0;0.444131623;0.598;0.152;0;Epithelial;Liver
12347;FAM46C;0;-0.746616235;0.051;0.296;0;Epithelial;Liver
12348;FAM49B;0;-0.367728095;0.705;0.482;0;Epithelial;Liver
12349;FAM50A;0;0.312961334;0.501;0.108;0;Epithelial;Liver
12350;FAM63B;0;0.467957479;0.465;0.087;0;Epithelial;Liver
12351;FAM83A;0;1.348836037;0.404;0;0;Epithelial;Liver
12352;FAM83H;0;0.52355082;0.433;0.022;0;Epithelial;Liver
12353;FAM96A;0;-0.620579184;0.474;0.42;0;Epithelial;Liver
12354;FARP1;0;0.256448936;0.397;0.081;0;Epithelial;Liver
12355;FBLN1;0;0.650969657;0.395;0.006;0;Epithelial;Liver
12356;FBP1;0;-2.285634125;0.153;0.331;0;Epithelial;Liver
12357;FBXO32;0;0.721216708;0.432;0.025;0;Epithelial;Liver
12358;FBXO7;0;-0.521904335;0.419;0.393;0;Epithelial;Liver
12359;FCGRT;0;-0.388147469;0.505;0.319;0;Epithelial;Liver
12360;FDFT1;0;-0.457565524;0.413;0.381;0;Epithelial;Liver
12361;FERMT3;0;-0.694305102;0.072;0.293;0;Epithelial;Liver
12362;FGFBP2;0;-1.463968441;0.008;0.238;0;Epithelial;Liver
12363;FGGY;0;-0.983469794;0.203;0.261;0;Epithelial;Liver
12364;FH;0;-0.430297712;0.316;0.278;0;Epithelial;Liver
12365;FHL2;0;0.951675214;0.503;0.059;0;Epithelial;Liver
12366;FIBP;0;-0.296252648;0.503;0.369;0;Epithelial;Liver
12367;FKBP3;0;-0.251893253;0.653;0.454;0;Epithelial;Liver
12368;FKBP8;0;-0.548109928;0.683;0.588;0;Epithelial;Liver
12369;FLNB;0;0.441678379;0.457;0.061;0;Epithelial;Liver
12370;FNBP1;0;-0.59704531;0.306;0.347;0;Epithelial;Liver
12371;FNDC3B;0;0.636069768;0.598;0.08;0;Epithelial;Liver
12372;FOSB;0;0.319170701;0.818;0.429;0;Epithelial;Liver
12373;FOSL1;0;0.622354012;0.363;0.016;0;Epithelial;Liver
12374;FOXC1;0;0.425519749;0.333;0.002;0;Epithelial;Liver
12375;FRG1;0;-0.4306492;0.449;0.385;0;Epithelial;Liver
12376;FSCN1;0;1.109884149;0.578;0.036;0;Epithelial;Liver
12377;FTCD;0;-1.424581064;0.048;0.224;0;Epithelial;Liver
12378;FUOM;0;-0.870287546;0.235;0.242;0;Epithelial;Liver
12379;FXYD1;0;-1.223419059;0.031;0.193;0;Epithelial;Liver
12380;FXYD3;0;3.783863715;0.753;0.036;0;Epithelial;Liver
12381;FYB;0;-1.10981542;0.285;0.435;0;Epithelial;Liver
12382;FYN;0;-0.865910941;0.067;0.35;0;Epithelial;Liver
12383;GABARAP;0;-1.069794927;0.613;0.612;0;Epithelial;Liver
12384;GABARAPL2;0;-0.518589672;0.701;0.622;0;Epithelial;Liver
12385;GADD45A;0;0.661837752;0.627;0.219;0;Epithelial;Liver
12386;GALK1;0;-0.763736656;0.155;0.242;0;Epithelial;Liver
12387;GAMT;0;-1.538515187;0.383;0.385;0;Epithelial;Liver
12388;GATM;0;-2.86332207;0.151;0.434;0;Epithelial;Liver
12389;GCHFR;0;-0.346702365;0.517;0.303;0;Epithelial;Liver
12390;GDF15;0;1.509864399;0.534;0.077;0;Epithelial;Liver
12391;GHITM;0;-0.685388451;0.756;0.687;0;Epithelial;Liver
12392;GIMAP4;0;-1.376584668;0.019;0.399;0;Epithelial;Liver
12393;GIMAP5;0;-0.585947762;0.014;0.233;0;Epithelial;Liver
12394;GIMAP7;0;-1.093607857;0.018;0.335;0;Epithelial;Liver
12395;GIPC1;0;0.358774049;0.512;0.124;0;Epithelial;Liver
12396;GJB3;0;0.470318205;0.336;0;0;Epithelial;Liver
12397;GLIPR2;0;-0.81161665;0.038;0.307;0;Epithelial;Liver
12398;GLYAT;0;-1.072060827;0;0.171;0;Epithelial;Liver
12399;GMFG;0;-2.071905986;0.078;0.512;0;Epithelial;Liver
12400;GNAI3;0;-0.278252843;0.484;0.361;0;Epithelial;Liver
12401;GNAS;0;0.710752668;0.843;0.424;0;Epithelial;Liver
12402;GNB2;0;0.418819795;0.776;0.361;0;Epithelial;Liver
12403;GNG2;0;-0.826783015;0.044;0.327;0;Epithelial;Liver
12404;GOLGA2;0;0.259004856;0.473;0.13;0;Epithelial;Liver
12405;GOLGA4;0;0.370335396;0.624;0.229;0;Epithelial;Liver
12406;GOLGA7;0;-0.425704944;0.29;0.3;0;Epithelial;Liver
12407;GOLGB1;0;0.703342093;0.632;0.183;0;Epithelial;Liver
12408;GOLM1;0;0.530862902;0.516;0.073;0;Epithelial;Liver
12409;GPC1;0;0.384664742;0.371;0.031;0;Epithelial;Liver
12410;GPR171;0;-0.675982138;0.011;0.247;0;Epithelial;Liver
12411;GPR65;0;-0.85331162;0.025;0.308;0;Epithelial;Liver
12412;GPR87;0;0.508060705;0.346;0;0;Epithelial;Liver
12413;GPRC5A;0;1.760474968;0.577;0.007;0;Epithelial;Liver
12414;GPSM3;0;-1.432572458;0.086;0.449;0;Epithelial;Liver
12415;GPX1;0;0.929132853;0.907;0.583;0;Epithelial;Liver
12416;GPX4;0;0.654454841;0.952;0.695;0;Epithelial;Liver
12417;GRAP2;0;-0.694709798;0.011;0.279;0;Epithelial;Liver
12418;GRHPR;0;-1.241741077;0.485;0.419;0;Epithelial;Liver
12419;GRINA;0;0.89875263;0.698;0.088;0;Epithelial;Liver
12420;GRN;0;0.537064978;0.731;0.226;0;Epithelial;Liver
12421;GS1-251I9.4;0;0.306596471;0.625;0.245;0;Epithelial;Liver
12422;GSN;0;0.806985257;0.752;0.176;0;Epithelial;Liver
12423;GSPT1;0;0.401742939;0.612;0.191;0;Epithelial;Liver
12424;GSTA1;0;-3.315676507;0.075;0.345;0;Epithelial;Liver
12425;GSTK1;0;-0.535028633;0.756;0.648;0;Epithelial;Liver
12426;GSTO1;0;-1.029779598;0.765;0.705;0;Epithelial;Liver
12427;GSTO2;0;0.366973803;0.36;0.02;0;Epithelial;Liver
12428;GSTZ1;0;-0.556095537;0.169;0.177;0;Epithelial;Liver
12429;GTF2H5;0;-0.382393212;0.635;0.447;0;Epithelial;Liver
12430;GTF2I;0;0.669782758;0.744;0.201;0;Epithelial;Liver
12431;GTF3A;0;-0.590396924;0.568;0.5;0;Epithelial;Liver
12432;GTF3C6;0;-0.644327747;0.607;0.553;0;Epithelial;Liver
12433;GYG1;0;-0.447397146;0.323;0.302;0;Epithelial;Liver
12434;GYPC;0;-1.450368775;0.111;0.528;0;Epithelial;Liver
12435;GZMA;0;-3.328859896;0.079;0.507;0;Epithelial;Liver
12436;GZMH;0;-2.603084518;0.041;0.436;0;Epithelial;Liver
12437;GZMK;0;-1.899539253;0.038;0.4;0;Epithelial;Liver
12438;GZMM;0;-1.261112503;0.03;0.394;0;Epithelial;Liver
12439;H1F0;0;1.041331898;0.732;0.189;0;Epithelial;Liver
12440;H1FX;0;0.568189014;0.58;0.125;0;Epithelial;Liver
12441;H2AFJ;0;0.544467143;0.83;0.426;0;Epithelial;Liver
12442;H2AFV;0;-0.308195792;0.814;0.563;0;Epithelial;Liver
12443;H2AFY;0;-0.320245937;0.748;0.533;0;Epithelial;Liver
12444;H2AFZ;0;-1.004383533;0.869;0.715;0;Epithelial;Liver
12445;H3F3B;0;-0.742003122;0.995;0.973;0;Epithelial;Liver
12446;HAAO;0;-1.043970713;0.047;0.19;0;Epithelial;Liver
12447;HADH;0;-0.689134096;0.296;0.343;0;Epithelial;Liver
12448;HADHA;0;-0.361298517;0.625;0.467;0;Epithelial;Liver
12449;HADHB;0;-0.879983464;0.554;0.504;0;Epithelial;Liver
12450;HAGH;0;-0.773696332;0.428;0.334;0;Epithelial;Liver
12451;HAO1;0;-1.068891662;0.002;0.172;0;Epithelial;Liver
12452;HAT1;0;-0.497957296;0.367;0.351;0;Epithelial;Liver
12453;HCLS1;0;-1.032412702;0.048;0.378;0;Epithelial;Liver
12454;HCST;0;-2.092569439;0.122;0.504;0;Epithelial;Liver
12455;HDAC1;0;-0.584411349;0.516;0.457;0;Epithelial;Liver
12456;HDGF;0;0.456019385;0.632;0.185;0;Epithelial;Liver
12457;HDLBP;0;0.308845733;0.599;0.196;0;Epithelial;Liver
12458;HEBP2;0;0.57197361;0.665;0.153;0;Epithelial;Liver
12459;HES1;0;-0.701104594;0.718;0.279;0;Epithelial;Liver
12460;HES4;0;0.835036793;0.564;0.068;0;Epithelial;Liver
12461;HEXB;0;-0.302573101;0.392;0.279;0;Epithelial;Liver
12462;HGD;0;-1.170514985;0.1;0.228;0;Epithelial;Liver
12463;HIBADH;0;-0.450339018;0.343;0.23;0;Epithelial;Liver
12464;HIGD1A;0;-0.662493827;0.552;0.514;0;Epithelial;Liver
12465;HINT2;0;-0.750779657;0.578;0.531;0;Epithelial;Liver
12466;HIST1H2AC;0;0.562567099;0.599;0.181;0;Epithelial;Liver
12467;HIST1H2BK;0;0.878374194;0.811;0.291;0;Epithelial;Liver
12468;HIST1H4C;0;-2.353758636;0.6;0.622;0;Epithelial;Liver
12469;HLA-A;0;-2.109733271;0.94;0.888;0;Epithelial;Liver
12470;HLA-B;0;-1.984056076;0.865;0.914;0;Epithelial;Liver
12471;HLA-C;0;-2.373138651;0.907;0.855;0;Epithelial;Liver
12472;HLA-DPA1;0;-1.390426339;0.306;0.563;0;Epithelial;Liver
12473;HLA-DPB1;0;-1.609995083;0.338;0.605;0;Epithelial;Liver
12474;HLA-DQA1;0;-0.788497166;0.065;0.281;0;Epithelial;Liver
12475;HLA-DQB1;0;-0.986469193;0.226;0.422;0;Epithelial;Liver
12476;HLA-DRB1;0;-2.117819742;0.387;0.611;0;Epithelial;Liver
12477;HLA-E;0;-1.777720999;0.764;0.746;0;Epithelial;Liver
12478;HLA-F;0;-0.750508423;0.239;0.406;0;Epithelial;Liver
12479;HM13;0;0.292319774;0.648;0.266;0;Epithelial;Liver
12480;HMGB1;0;-1.273221558;0.969;0.927;0;Epithelial;Liver
12481;HMGB2;0;-2.251455839;0.581;0.575;0;Epithelial;Liver
12482;HMGCL;0;-0.646988404;0.278;0.233;0;Epithelial;Liver
12483;HMGCS2;0;-2.804475346;0.004;0.292;0;Epithelial;Liver
12484;HMGN1;0;-0.377561437;0.941;0.775;0;Epithelial;Liver
12485;HMGN2;0;-1.313407043;0.855;0.773;0;Epithelial;Liver
12486;HMOX2;0;-0.368726501;0.428;0.348;0;Epithelial;Liver
12487;HN1L;0;0.325141272;0.487;0.114;0;Epithelial;Liver
12488;HNMT;0;-0.441453359;0.506;0.282;0;Epithelial;Liver
12489;HNRNPA0;0;-0.547150188;0.819;0.681;0;Epithelial;Liver
12490;HNRNPA1;0;-0.704961563;0.981;0.91;0;Epithelial;Liver
12491;HNRNPA1L2;0;-0.394220278;0.341;0.31;0;Epithelial;Liver
12492;HNRNPA2B1;0;-0.71017808;0.971;0.851;0;Epithelial;Liver
12493;HNRNPA3;0;-0.468007788;0.889;0.699;0;Epithelial;Liver
12494;HNRNPC;0;-0.329528605;0.921;0.74;0;Epithelial;Liver
12495;HNRNPDL;0;-0.553555287;0.896;0.741;0;Epithelial;Liver
12496;HNRNPF;0;-0.482351611;0.82;0.655;0;Epithelial;Liver
12497;HNRNPK;0;-0.662567909;0.919;0.792;0;Epithelial;Liver
12498;HNRNPM;0;-0.536458052;0.753;0.608;0;Epithelial;Liver
12499;HNRNPR;0;-0.559782785;0.645;0.542;0;Epithelial;Liver
12500;HOPX;0;-0.859448393;0.092;0.286;0;Epithelial;Liver
12501;HOXB7;0;0.432187935;0.328;0.007;0;Epithelial;Liver
12502;HP;0;-2.777393182;0.061;0.303;0;Epithelial;Liver
12503;HPD;0;-2.516257294;0.047;0.275;0;Epithelial;Liver
12504;HPRT1;0;-0.422499798;0.4;0.348;0;Epithelial;Liver
12505;HRAS;0;0.441124898;0.434;0.04;0;Epithelial;Liver
12506;HRSP12;0;-1.885281468;0.415;0.426;0;Epithelial;Liver
12507;HSD17B10;0;-0.608204213;0.638;0.558;0;Epithelial;Liver
12508;HSD17B4;0;-0.490731617;0.206;0.198;0;Epithelial;Liver
12509;HSDL2;0;-0.298313364;0.218;0.152;0;Epithelial;Liver
12510;HSP90AB1;0;0.818623167;0.99;0.769;0;Epithelial;Liver
12511;HSP90B1;0;0.676769082;0.94;0.589;0;Epithelial;Liver
12512;HSPA1A;0;1.129402169;0.82;0.288;0;Epithelial;Liver
12513;HSPA1B;0;0.664414047;0.668;0.193;0;Epithelial;Liver
12514;HSPA9;0;-0.444665766;0.594;0.461;0;Epithelial;Liver
12515;HSPB1;0;2.020858418;0.99;0.511;0;Epithelial;Liver
12516;HSPB11;0;-0.286489845;0.706;0.515;0;Epithelial;Liver
12517;ICAM3;0;-0.978001375;0.151;0.426;0;Epithelial;Liver
12518;ID1;0;1.874450633;0.857;0.157;0;Epithelial;Liver
12519;IDH2;0;-1.532790606;0.547;0.677;0;Epithelial;Liver
12520;IDH3B;0;-0.396391333;0.459;0.386;0;Epithelial;Liver
12521;IDH3G;0;-0.269513194;0.519;0.373;0;Epithelial;Liver
12522;IDI1;0;-0.696471502;0.417;0.463;0;Epithelial;Liver
12523;IER2;0;-1.048822493;0.815;0.701;0;Epithelial;Liver
12524;IER3;0;1.029023604;0.757;0.176;0;Epithelial;Liver
12525;IER3IP1.1;0;-0.339635384;0.561;0.426;0;Epithelial;Liver
12526;IER5;0;0.699744551;0.461;0.054;0;Epithelial;Liver
12527;IFI16;0;-0.862399809;0.579;0.512;0;Epithelial;Liver
